gndr,cntry,agea,stflife,lrscale,health,hlthhmp,alcfreq,cgtsmok,slprl,happy,edulvlb,ipsucesa,iprspota,impricha,ipshabta,ipcrtiva,ipudrsta,ipmodsta,iphlppla,hinctnta
1,SI,76,2,88,4,1,5,6,3,2,213,4,5,5,6,2,2,2,1,1
2,SI,61,3,4,2,2,6,4,2,8,323,4,2,6,4,4,2,1,2,4
1,SI,76,9,5,3,3,1,4,1,9,321,2,2,6,1,2,1,1,2,2
2,SI,40,7,1,2,2,6,2,1,10,313,3,4,5,4,3,2,2,2,2
2,SI,20,8,99,9,3,99,5,2,99,313,3,3,3,3,1,2,3,2,8
1,SI,34,10,5,2,3,4,1,2,10,620,3,3,3,3,2,3,3,4,6
1,SI,54,8,1,2,3,4,4,2,8,620,2,4,4,2,2,2,4,2,10
1,SI,22,8,5,2,3,6,4,2,8,323,3,3,2,3,2,2,2,3,10
2,SI,22,9,5,2,3,5,6,3,9,323,1,2,4,1,1,2,1,1,4
1,SI,69,9,5,1,3,5,4,1,9,313,2,2,3,1,2,1,2,2,4
2,SI,61,10,77,3,3,6,2,3,7,213,2,2,5,5,3,1,2,1,1
1,SI,44,9,8,2,3,2,6,1,10,620,5,4,5,4,1,1,1,2,7
1,SI,80,5,3,3,1,4,1,3,5,720,2,2,4,3,3,1,1,1,5
2,SI,60,9,77,3,3,7,4,1,10,720,3,6,3,4,1,2,1,1,10
1,SI,44,5,4,2,3,2,2,1,6,323,3,4,6,2,1,2,2,2,3
1,SI,54,8,5,2,3,4,6,2,8,610,2,2,3,2,1,2,3,2,77
2,SI,58,8,5,3,2,6,6,2,8,323,3,5,6,4,2,1,1,1,2
1,SI,65,5,5,2,3,6,4,1,4,620,2,2,2,2,2,2,2,2,10
1,SI,75,5,4,2,3,4,4,1,5,321,2,2,5,2,3,2,2,2,4
1,SI,16,7,88,2,3,7,6,1,8,213,2,1,1,2,1,3,2,2,9
1,SI,64,6,2,3,2,2,1,2,6,323,2,2,3,3,3,2,2,2,2
2,SI,69,8,0,2,3,4,2,2,7,321,6,1,6,6,4,2,1,2,1
1,SI,51,2,5,4,2,7,1,2,5,323,2,2,4,2,2,2,2,2,3
1,SI,31,9,5,1,3,2,3,1,8,720,3,3,3,2,3,2,2,3,8
2,SI,40,8,77,9,9,6,6,1,8,620,4,2,5,99,2,2,2,2,10
2,SI,64,9,8,3,2,5,1,1,10,313,2,1,6,3,1,1,1,1,6
1,SI,70,9,3,3,2,2,4,1,9,321,2,5,5,5,2,1,1,1,4
1,SI,72,7,7,2,3,3,4,1,7,323,2,2,5,2,1,3,2,2,77
1,SI,24,9,5,1,3,5,6,2,9,323,1,3,2,3,1,2,3,1,8
2,SI,19,10,4,2,3,1,3,2,6,213,2,3,2,1,1,1,1,2,77
2,SI,66,7,77,2,2,7,6,2,8,520,1,1,6,1,1,1,1,1,77
1,SI,29,9,4,2,3,2,6,2,8,720,3,3,5,5,2,2,2,2,8
1,SI,53,6,5,1,3,6,6,1,6,323,1,3,3,2,1,2,2,1,77
2,SI,88,6,9,4,1,7,6,4,3,113,4,4,5,2,4,2,1,1,4
2,SI,16,7,88,1,3,4,3,3,7,213,1,2,3,2,2,2,2,2,6
1,SI,40,10,77,2,2,7,6,3,5,323,2,2,4,2,3,1,3,3,6
1,SI,65,7,6,2,1,3,2,1,7,321,2,4,3,2,4,2,2,2,1
1,SI,47,8,5,3,3,3,1,2,7,313,2,2,3,2,2,2,2,2,5
2,SI,42,8,9,2,3,4,4,2,8,313,2,1,3,2,2,2,2,2,77
2,SI,68,8,5,2,3,1,6,2,8,620,1,1,5,1,1,1,1,1,77
2,SI,22,4,5,4,1,6,6,4,4,213,5,2,4,4,2,2,3,3,1
2,SI,36,5,10,3,2,6,6,3,5,313,4,2,5,3,5,2,2,3,88
2,SI,30,99,5,2,3,5,6,1,6,620,3,3,4,3,2,2,3,2,99
2,SI,69,8,5,2,2,4,2,1,8,323,3,2,5,3,3,2,2,2,2
2,SI,80,10,10,3,1,6,6,2,8,323,5,1,5,5,2,3,1,1,2
1,SI,71,9,99,2,1,7,1,1,7,321,2,2,5,2,2,2,2,2,77
1,SI,54,8,5,2,3,1,6,1,8,323,3,2,3,3,3,3,3,2,8
2,SI,86,10,5,1,3,7,6,2,10,113,3,3,4,4,3,4,1,3,3
1,SI,74,6,5,3,2,1,6,1,6,213,4,4,5,4,3,4,1,3,2
2,SI,18,10,5,2,3,4,2,2,10,213,2,5,5,3,2,2,2,2,4
2,SI,65,9,4,2,3,4,4,2,7,520,2,3,5,2,3,1,1,2,4
1,SI,61,7,8,2,2,2,4,2,7,323,5,2,5,5,3,3,2,3,5
2,SI,74,6,88,4,3,7,6,2,7,113,4,2,4,3,5,4,2,2,1
2,SI,59,9,3,3,2,7,4,3,9,323,2,1,5,2,2,1,1,1,1
2,SI,59,10,3,1,3,6,5,2,10,520,4,4,6,3,2,2,1,1,5
2,SI,50,9,8,2,3,6,6,1,8,620,5,3,3,2,3,3,2,3,8
1,SI,73,9,9,3,3,3,4,1,8,323,2,2,3,3,3,2,1,1,3
2,SI,67,4,5,3,3,7,6,2,4,113,4,3,5,3,5,3,2,4,4
2,SI,81,10,5,3,2,6,4,3,10,520,3,4,5,2,2,2,2,2,1
1,SI,53,8,3,2,3,3,6,2,8,321,3,3,3,2,1,2,1,2,5
2,SI,31,7,7,2,2,7,4,3,6,323,2,2,5,2,3,3,2,3,7
2,SI,27,9,88,1,3,6,2,2,8,520,3,3,2,3,2,3,3,3,88
2,SI,63,8,5,3,3,7,6,2,8,323,99,99,99,99,99,99,99,99,2
2,SI,16,7,5,1,3,7,6,3,6,213,2,2,5,3,3,1,1,1,88
2,SI,66,6,10,3,3,4,6,1,6,323,2,1,3,2,3,5,4,1,5
1,SI,77,88,10,2,2,7,4,2,7,321,3,2,5,5,3,3,2,1,5
2,SI,59,9,77,2,3,7,6,2,9,620,2,2,4,1,2,2,2,1,77
1,SI,66,5,2,2,3,2,6,2,6,323,3,3,5,3,3,2,2,2,4
1,SI,32,9,8,2,3,4,6,1,9,321,3,3,5,2,2,2,2,2,5
1,SI,36,7,88,2,3,4,4,1,9,321,4,2,5,2,2,2,1,4,5
2,SI,86,5,5,3,2,6,4,1,5,213,4,2,1,2,3,2,2,4,77
1,SI,54,9,7,2,2,3,6,2,9,720,2,1,2,2,2,1,2,2,5
2,SI,61,9,88,2,3,7,4,3,9,213,5,6,5,3,3,2,2,3,4
2,SI,47,6,5,3,2,5,6,2,7,610,3,2,3,3,3,2,2,2,5
2,SI,47,7,5,1,3,5,2,2,7,321,4,2,5,2,3,3,1,2,1
2,SI,81,9,5,3,2,7,6,3,6,321,1,2,2,1,2,2,1,1,1
2,SI,32,10,88,1,3,7,6,1,10,323,2,2,5,5,3,2,2,1,5
2,SI,29,9,5,2,3,3,6,2,9,720,2,2,3,2,2,2,2,2,8
2,SI,20,7,3,2,3,4,6,1,7,313,2,3,3,3,2,1,2,1,9
2,SI,17,8,88,3,2,6,6,3,8,213,2,3,4,3,2,2,3,2,10
2,SI,83,5,10,4,1,2,6,1,4,213,2,2,6,2,5,2,2,2,2
2,SI,66,8,5,1,3,4,2,2,8,610,2,2,5,2,2,2,1,1,8
1,SI,66,5,4,2,3,1,1,2,10,321,1,2,3,3,2,2,4,1,2
1,SI,23,8,7,2,3,3,6,2,8,323,2,2,3,1,3,3,3,3,10
1,SI,20,8,5,3,3,2,5,2,7,323,3,3,2,2,2,2,3,3,8
2,SI,48,8,10,2,3,6,6,2,8,323,4,2,3,2,2,5,3,5,6
1,SI,51,10,7,1,3,5,6,1,10,9999,3,3,5,4,1,2,1,2,8
2,SI,22,8,5,1,3,6,6,2,8,313,1,1,5,3,1,1,1,2,4
1,SI,74,5,5,2,3,6,4,1,5,323,5,3,6,2,5,2,2,1,3
2,SI,27,9,5,1,3,5,1,1,8,520,2,2,3,2,3,2,2,1,5
2,SI,49,9,77,3,2,7,4,2,9,313,3,3,5,5,5,2,3,1,9
2,SI,75,5,10,3,2,7,6,2,8,321,1,1,3,4,5,2,2,2,2
1,SI,56,8,5,2,3,7,6,4,8,321,2,3,5,3,2,2,2,2,6
2,SI,58,10,0,1,3,6,3,1,10,610,5,3,6,3,1,1,1,2,8
1,SI,40,9,5,2,3,7,6,1,9,323,2,2,4,2,2,2,2,3,77
2,SI,29,9,2,1,3,7,6,3,8,720,2,5,5,2,1,1,2,2,5
1,SI,52,4,0,4,2,3,1,1,3,321,2,2,4,2,2,3,1,2,1
1,SI,22,8,3,1,3,4,6,1,9,313,2,2,2,3,1,1,2,2,7
2,SI,50,10,88,3,3,5,1,1,8,213,5,5,6,5,5,2,2,1,9
1,SI,54,7,5,2,3,1,6,1,8,720,3,2,5,2,2,2,3,2,8
2,SI,52,9,77,2,3,5,6,2,7,720,2,4,4,5,3,2,1,1,77
1,SI,16,8,5,3,3,7,6,2,9,213,2,3,4,1,2,2,2,2,10
2,SI,90,9,5,2,3,6,4,4,9,321,3,2,5,2,5,2,2,1,1
1,SI,18,7,5,3,3,3,6,3,9,213,2,2,4,1,3,2,1,1,3
1,SI,56,5,5,1,3,2,6,2,7,213,2,2,3,3,3,2,99,2,2
2,SI,45,9,99,1,2,3,5,1,10,520,2,3,5,2,2,2,2,2,9
1,SI,32,10,88,1,3,7,6,1,10,313,2,2,2,3,1,5,5,2,2
2,SI,75,6,5,3,2,5,6,2,6,321,2,3,5,1,1,2,1,1,77
2,SI,59,8,5,3,3,6,1,3,8,620,2,2,4,2,1,1,3,1,5
2,SI,61,7,2,2,3,7,4,2,8,520,3,3,5,5,2,2,2,1,5
1,SI,80,5,5,4,2,3,2,4,8,321,3,2,4,2,2,1,1,2,3
1,SI,60,9,5,2,3,2,6,1,9,323,2,2,6,1,1,1,1,1,4
1,SI,61,7,8,2,3,4,6,1,8,213,5,5,5,5,2,2,2,2,7
2,SI,34,8,10,1,3,4,3,1,8,610,2,1,6,2,1,2,1,2,7
1,SI,62,8,8,3,1,3,4,1,8,213,2,2,2,2,2,2,2,2,6
2,SI,77,8,4,4,3,7,6,3,8,321,2,1,5,3,3,2,2,2,3
1,SI,49,5,5,2,3,6,1,2,7,323,2,2,5,1,3,2,2,1,3
2,SI,58,10,88,3,3,7,4,3,7,213,4,2,5,88,4,1,2,2,3
2,SI,29,8,7,2,2,6,6,1,8,620,2,1,3,2,2,2,2,1,9
2,SI,43,9,3,3,2,5,5,3,8,620,2,5,6,2,3,2,2,2,77
2,SI,53,3,5,3,2,7,6,2,2,321,3,3,5,5,2,3,3,3,4
1,SI,50,10,5,2,3,4,1,1,8,620,2,2,5,1,1,1,1,2,9
1,SI,21,7,5,2,2,4,6,3,8,313,1,1,2,1,1,2,4,1,8
1,SI,25,10,5,2,3,5,5,3,9,323,3,2,4,3,2,3,2,2,3
2,SI,48,7,3,2,3,6,5,2,7,323,2,2,6,5,2,2,2,2,5
2,SI,63,9,0,3,3,6,6,2,8,720,2,2,2,2,1,2,2,2,5
1,SI,48,8,5,2,3,6,5,1,8,323,3,2,3,1,2,2,3,2,5
1,SI,61,5,5,4,2,4,4,1,7,323,2,2,5,2,2,2,3,2,5
2,SI,41,7,5,2,2,4,6,1,7,520,2,2,5,3,1,2,2,2,6
1,SI,22,5,77,1,3,7,6,1,5,323,2,1,5,1,2,1,1,2,77
1,SI,56,9,2,1,2,2,6,3,8,323,1,2,3,2,1,1,1,1,6
2,SI,28,9,3,1,3,6,2,2,8,520,1,2,5,1,1,1,1,1,6
2,SI,70,0,0,5,1,7,6,3,5,213,1,1,6,2,1,2,2,1,1
1,SI,26,9,5,2,3,3,2,1,8,323,3,3,3,3,2,2,2,2,4
1,SI,21,9,5,1,3,3,3,2,9,313,2,2,2,4,2,3,2,3,88
1,SI,24,10,77,1,3,7,6,1,7,323,1,1,2,2,1,1,1,2,6
1,SI,63,10,2,2,3,7,4,1,8,323,5,2,5,2,2,2,2,2,10
2,SI,16,9,88,1,3,7,6,1,8,113,2,2,3,2,2,2,1,2,88
2,SI,37,9,5,1,3,6,4,1,10,720,4,3,3,2,1,1,2,2,7
2,SI,36,8,0,2,2,3,6,1,9,213,1,1,4,1,2,1,1,1,8
1,SI,23,7,6,1,3,2,1,1,7,323,2,2,5,2,5,3,99,1,9
1,SI,63,7,5,2,2,1,6,2,8,520,3,3,3,2,1,2,2,2,6
2,SI,56,7,3,4,1,5,6,3,6,520,3,1,3,3,1,1,1,2,9
2,SI,18,9,77,1,3,5,6,1,9,213,2,3,3,2,3,3,2,1,5
2,SI,58,8,5,2,3,4,4,2,7,321,1,2,5,1,3,1,1,1,8
1,SI,19,7,5,1,3,6,6,2,7,213,2,3,2,2,3,2,2,2,6
2,SI,28,10,2,1,3,7,4,1,10,720,2,3,5,2,2,2,2,2,8
2,SI,52,7,3,2,3,4,4,1,7,323,1,3,3,5,1,1,1,1,4
2,SI,63,6,5,2,3,6,6,1,5,321,4,2,5,3,2,3,2,3,1
2,SI,52,8,5,1,3,6,5,1,9,620,2,2,5,2,2,1,2,2,2
2,SI,51,7,77,4,3,7,2,1,8,213,1,3,5,3,2,2,2,2,8
1,SI,61,10,5,1,3,4,4,1,10,321,1,1,2,1,1,3,2,1,1
1,SI,18,7,6,1,3,6,6,1,8,213,2,2,6,2,2,2,2,2,88
1,SI,86,10,5,3,2,2,6,2,10,113,3,3,3,5,6,3,2,2,1
2,SI,44,7,5,3,3,5,4,1,8,610,3,2,5,4,1,2,2,1,9
1,SI,77,9,2,3,2,3,6,1,8,323,4,4,4,3,5,2,2,4,5
1,SI,16,10,88,3,3,7,1,3,10,113,88,88,5,88,88,88,88,88,88
1,SI,72,8,4,2,3,4,4,2,8,323,2,2,3,3,2,2,2,1,5
1,SI,38,6,5,2,3,3,5,2,7,313,3,3,3,2,2,2,2,2,3
2,SI,64,8,7,3,3,6,6,2,9,213,2,2,4,2,2,5,2,2,3
1,SI,34,7,4,2,3,5,5,2,7,313,4,3,3,4,1,1,3,2,7
1,SI,48,10,8,1,2,3,5,3,10,321,4,4,5,5,1,1,1,1,7
1,SI,47,10,77,2,3,6,1,1,9,321,3,2,3,2,2,2,2,2,9
1,SI,58,8,3,2,3,2,1,2,9,313,2,2,3,2,2,2,2,2,77
1,SI,50,8,88,3,2,1,4,2,8,313,2,2,3,2,2,2,1,2,6
1,SI,62,5,5,2,3,7,4,1,5,323,2,2,3,2,2,2,1,1,6
1,SI,36,9,2,4,3,3,4,1,9,610,1,2,2,1,2,1,1,1,5
2,SI,62,7,8,2,3,6,6,2,7,323,3,2,4,2,4,3,2,2,4
2,SI,45,9,7,1,3,6,6,1,10,610,4,3,5,3,2,2,2,2,4
2,SI,29,9,6,1,3,2,5,2,9,720,2,3,4,2,2,2,1,2,8
1,SI,83,9,0,2,3,1,6,1,9,620,1,1,6,1,1,2,1,1,6
2,SI,50,8,88,2,3,6,6,2,8,323,3,2,5,3,5,2,1,4,7
2,SI,52,3,7,2,3,6,6,1,5,213,2,2,1,1,1,1,1,88,3
1,SI,19,8,4,2,3,4,6,1,7,213,3,3,3,2,2,2,2,2,7
2,SI,63,5,5,3,3,4,3,2,8,321,3,4,5,4,2,2,2,2,2
2,SI,29,7,3,2,3,3,6,3,8,720,2,1,5,2,2,1,1,1,6
1,SI,55,8,5,3,2,1,6,1,9,321,3,2,4,1,3,2,1,3,6
1,SI,71,5,5,2,2,3,6,1,5,321,6,5,5,99,5,3,3,6,4
2,SI,56,8,2,2,3,2,6,2,7,620,3,4,5,3,1,1,4,1,10
1,SI,33,8,5,1,3,3,1,2,8,323,2,3,5,2,4,2,2,2,3
2,SI,42,8,88,2,3,6,6,1,10,520,3,2,5,2,2,2,2,2,5
2,SI,20,6,4,2,3,4,6,3,6,313,2,4,3,1,3,2,2,2,5
2,SI,64,8,5,2,3,6,6,1,9,323,3,5,6,4,1,3,3,2,5
2,SI,78,5,6,2,2,7,5,1,5,321,3,1,3,4,3,3,6,3,88
1,SI,49,9,6,2,3,5,6,2,9,610,5,5,5,5,2,2,3,2,9
2,SI,46,10,5,1,3,7,1,1,10,610,5,2,6,6,1,2,1,2,6
2,SI,40,9,5,2,3,4,6,2,10,610,4,2,5,3,3,2,1,2,9
1,SI,32,8,5,2,3,1,1,3,9,213,3,2,5,5,1,2,2,2,10
2,SI,23,6,2,2,2,4,5,3,6,313,3,3,3,2,2,1,2,2,2
1,SI,41,99,88,3,2,6,1,2,6,321,4,2,5,2,4,2,2,2,6
2,SI,68,5,7,3,3,7,1,1,9,313,2,4,5,2,4,2,2,2,2
1,SI,67,8,4,1,3,1,4,1,10,113,2,2,5,2,5,2,2,2,2
2,SI,57,6,4,2,3,6,6,1,6,313,5,3,5,5,3,3,1,1,4
2,SI,16,3,5,2,3,7,6,1,3,213,3,2,2,2,3,1,2,2,88
2,SI,47,7,5,2,3,5,6,1,7,323,2,2,3,3,2,4,3,2,2
2,SI,22,4,6,3,2,2,4,3,7,323,2,2,4,2,3,2,2,2,7
2,SI,55,8,5,2,3,4,1,2,9,313,3,3,5,2,2,1,1,2,10
2,SI,57,8,5,4,1,7,6,3,8,321,2,2,5,3,2,2,2,2,3
2,SI,22,8,5,2,3,6,6,2,8,323,2,2,2,2,3,2,1,1,5
2,SI,39,8,5,2,3,5,6,2,8,620,66,66,66,66,66,66,66,66,8
1,SI,67,7,4,1,3,7,6,1,7,620,2,2,4,2,2,2,2,2,8
2,SI,70,6,4,3,2,4,4,2,7,520,1,3,5,2,3,1,1,2,4
1,SI,16,10,6,1,3,5,6,1,10,213,3,2,2,3,2,5,2,2,77
1,SI,60,9,5,3,2,3,5,1,9,321,4,5,5,3,2,5,2,1,88
2,SI,49,8,5,1,3,6,6,1,10,323,3,5,5,2,3,2,2,2,6
1,SI,40,7,7,1,3,4,2,1,8,323,3,3,5,1,1,2,2,2,6
1,SI,67,10,4,2,3,5,5,1,10,620,3,3,5,5,1,2,4,2,3
1,SI,36,7,2,3,3,4,6,3,7,321,2,5,1,1,1,3,2,4,4
2,SI,80,7,88,4,3,7,6,4,8,213,2,2,5,1,2,2,1,1,1
1,SI,70,8,9,4,1,3,4,3,8,321,4,3,3,2,3,3,2,2,2
2,SI,43,8,2,2,2,4,4,2,8,720,2,2,4,3,1,4,2,4,6
1,SI,23,10,10,1,3,3,5,1,10,323,3,3,3,3,5,3,3,3,77
2,SI,20,7,5,1,3,5,6,2,7,323,3,5,6,2,1,2,3,2,88
1,SI,47,10,5,2,3,1,6,1,10,610,2,2,5,3,4,2,2,2,8
1,SI,39,8,5,2,3,2,6,2,7,520,3,2,4,2,1,2,1,3,2
1,SI,41,3,5,2,3,2,1,2,8,313,2,2,2,99,2,2,2,1,5
1,SI,26,7,4,3,2,7,6,1,7,323,2,3,4,3,4,2,1,1,88
1,SI,81,10,5,3,2,5,4,1,10,323,1,4,6,2,1,2,1,3,4
2,SI,44,8,5,2,3,5,2,1,9,321,66,66,66,66,66,66,66,66,7
2,SI,17,99,9,1,3,7,9,3,8,213,1,1,3,1,2,2,2,2,10
2,SI,45,8,3,2,3,4,6,1,9,620,2,3,6,4,2,1,2,1,9
1,SI,36,6,5,3,3,3,6,2,8,313,1,2,4,2,2,1,1,1,5
2,SI,69,6,8,3,3,5,6,2,6,323,2,3,5,1,2,2,3,2,2
2,SI,22,7,6,2,3,7,3,2,8,520,1,1,3,1,1,1,1,1,88
2,SI,56,8,4,2,3,6,6,3,7,720,2,3,6,4,2,3,3,3,10
2,SI,73,10,0,4,1,7,6,4,9,321,3,3,5,2,2,3,2,3,2
1,SI,31,6,4,2,3,3,1,2,8,323,2,2,5,2,2,3,3,3,9
2,SI,16,7,4,1,3,5,6,1,7,213,1,2,2,1,2,1,2,2,77
1,SI,49,8,77,2,3,4,1,1,9,620,5,2,3,4,4,5,2,2,77
2,SI,61,7,88,2,3,4,1,1,8,213,5,3,5,5,2,1,2,3,4
1,SI,69,10,88,3,2,7,4,3,8,213,5,1,5,5,5,3,1,3,2
2,SI,78,9,7,1,3,5,4,2,9,323,2,3,2,2,2,3,2,2,5
2,SI,72,8,4,2,3,6,1,2,8,520,2,2,5,1,2,2,4,2,7
1,SI,25,6,5,2,3,5,6,1,6,313,3,2,3,3,2,1,4,1,10
2,SI,32,8,3,1,2,6,4,2,8,620,2,3,5,2,2,1,2,1,8
1,SI,51,10,5,1,3,3,6,1,10,323,2,2,2,2,2,2,2,2,8
2,SI,87,8,88,4,1,7,6,3,4,113,3,2,6,2,2,3,1,2,1
2,SI,39,7,5,2,3,6,5,2,8,620,2,4,5,5,2,2,2,2,77
2,SI,55,9,2,3,2,4,4,3,9,323,3,2,6,4,3,2,2,2,4
1,SI,76,6,10,3,2,1,4,1,7,321,2,1,1,1,1,1,1,2,2
1,SI,84,8,5,3,2,6,6,1,8,321,5,4,6,2,4,4,2,2,3
2,SI,29,3,8,2,3,7,1,2,4,323,1,2,5,2,3,3,1,2,10
1,SI,59,8,88,2,1,6,1,1,9,321,3,2,3,1,2,2,1,1,77
1,SI,71,6,2,2,2,2,4,2,8,323,3,3,4,2,1,2,2,3,4
2,SI,30,10,8,1,3,6,2,1,10,323,5,2,5,3,4,1,1,2,10
1,SI,17,8,7,2,3,4,6,1,8,213,1,1,2,1,2,2,2,2,8
1,SI,69,5,5,2,3,2,4,1,5,323,2,2,5,3,2,2,1,1,2
2,SI,62,9,5,3,2,6,6,2,9,313,3,4,5,3,1,2,2,1,77
2,SI,51,10,5,1,3,7,4,2,99,323,2,5,5,2,3,2,5,3,5
2,SI,80,8,10,4,1,5,6,2,9,213,2,2,5,5,5,2,2,2,4
1,SI,56,8,10,2,3,3,4,1,8,323,4,3,5,2,1,2,1,2,2
2,SI,67,8,5,3,3,5,6,1,8,620,2,3,5,3,2,2,2,2,8
2,SI,18,8,0,2,3,6,6,1,8,213,1,1,4,2,2,2,5,2,88
1,SI,45,6,3,2,3,6,3,2,5,313,3,3,5,4,2,3,2,2,10
1,SI,57,7,10,2,3,6,1,1,8,321,3,2,4,2,3,3,4,2,5
2,SI,16,8,10,1,3,6,6,3,9,213,1,2,2,1,2,1,3,1,7
1,SI,26,10,5,1,3,2,2,1,10,323,1,2,5,2,2,2,2,2,3
2,SI,49,9,0,2,3,7,6,1,9,323,4,4,6,3,3,2,3,2,9
1,SI,42,8,5,3,3,6,4,1,9,313,4,5,5,2,2,2,5,2,7
2,SI,62,6,10,3,1,3,6,1,7,323,5,6,5,3,4,1,2,3,1
1,SI,32,6,4,3,1,7,6,3,6,620,3,3,3,3,3,2,2,2,4
2,SI,71,5,10,3,3,5,6,2,5,213,2,5,5,2,2,5,2,5,1
1,SI,23,8,7,1,3,7,6,1,8,313,2,2,2,1,1,1,2,2,3
2,SI,20,8,7,2,3,5,3,1,8,313,1,3,2,1,2,2,5,3,9
1,SI,51,3,0,2,1,7,6,2,5,321,2,5,6,2,1,2,2,2,4
1,SI,25,9,5,1,3,3,6,2,9,620,2,5,5,2,3,2,2,3,9
2,SI,59,8,88,3,3,7,1,2,8,321,3,3,5,4,2,2,99,2,7
2,SI,36,8,5,2,3,4,4,3,8,610,2,3,5,1,1,1,2,1,8
2,SI,34,6,88,2,3,6,6,2,5,610,3,5,5,5,1,2,1,2,5
2,SI,21,8,5,2,3,5,6,1,9,610,2,2,3,1,2,1,1,2,77
2,SI,69,8,2,2,3,3,6,2,8,323,3,3,5,3,3,2,1,2,5
2,SI,68,7,2,2,2,1,6,1,7,800,1,2,2,3,1,1,1,1,7
2,SI,63,6,88,5,1,7,1,4,5,213,4,3,4,3,5,3,2,3,1
1,SI,69,8,4,3,3,4,6,3,9,610,1,1,2,1,1,1,1,2,6
2,SI,46,10,2,3,3,2,2,2,10,720,2,2,5,1,2,2,2,2,9
1,SI,54,8,77,3,1,1,2,1,8,321,5,5,5,5,2,2,1,2,4
2,SI,71,5,77,3,2,7,6,2,5,213,2,2,4,3,3,2,2,2,2
1,SI,78,10,2,2,9,3,4,2,8,321,3,2,3,2,2,2,2,3,2
1,SI,33,9,5,2,3,2,1,2,10,323,1,2,4,3,1,2,3,2,7
1,SI,38,8,2,2,1,3,1,1,8,620,2,2,3,2,2,2,2,2,10
1,SI,35,99,99,2,3,5,1,1,99,213,4,4,3,4,2,2,2,3,8
2,SI,70,8,3,2,2,7,4,3,9,720,2,2,2,2,1,2,1,4,5
1,SI,83,9,6,2,2,7,6,1,9,323,2,2,4,2,2,2,2,2,5
2,SI,41,9,6,1,3,3,6,1,8,620,3,2,3,2,2,2,2,2,88
1,SI,55,8,3,3,3,2,4,1,8,321,1,1,2,1,1,2,2,2,9
2,SI,19,9,7,1,3,6,1,2,9,321,1,1,1,1,2,3,1,1,6
1,SI,77,6,3,4,2,6,4,1,6,620,2,2,4,2,1,1,2,1,6
1,SI,21,7,6,2,3,2,6,2,7,313,2,3,5,2,3,1,2,2,7
1,SI,62,8,5,3,2,3,1,2,9,720,2,2,5,2,2,2,2,2,8
2,SI,39,10,5,2,3,7,4,2,10,321,99,2,6,2,2,2,99,99,4
1,SI,23,6,8,2,3,5,6,1,6,323,3,3,4,3,5,4,2,2,10
2,SI,73,8,5,3,1,5,4,3,8,313,4,2,5,2,3,2,4,1,77
2,SI,59,10,5,3,3,7,4,1,10,321,2,5,5,3,5,2,2,2,3
1,SI,21,7,4,1,3,4,5,1,8,323,2,2,3,2,4,2,2,2,2
1,SI,46,9,7,1,3,3,4,1,9,321,2,2,2,2,2,2,2,3,8
2,SI,68,5,5,4,2,7,2,2,8,213,2,2,6,3,2,1,1,1,4
1,SI,73,8,7,3,3,1,6,1,7,321,2,2,2,2,5,5,5,2,1
1,SI,30,8,7,2,3,2,2,1,8,720,2,2,3,1,1,2,1,1,7
2,SI,66,10,88,3,1,3,2,1,10,213,2,2,3,2,3,2,2,1,2
2,SI,24,9,2,1,3,2,3,2,9,620,2,2,3,2,2,2,2,2,10
2,SI,28,99,5,1,3,3,6,1,6,313,3,3,4,5,1,2,2,2,2
1,SI,54,5,77,2,2,6,5,1,5,321,2,2,3,2,3,2,3,3,77
1,SI,19,7,88,3,2,4,3,1,8,321,2,2,4,2,3,2,2,2,6
1,SI,56,8,6,2,3,3,6,1,8,323,3,2,4,5,2,2,3,2,4
1,SI,27,6,0,1,3,6,5,2,7,620,2,2,6,3,2,3,2,1,8
2,SI,54,4,5,3,2,7,6,1,6,213,5,2,6,2,88,2,1,1,77
2,SI,52,10,5,2,3,6,1,2,8,213,2,2,5,3,5,5,1,1,3
2,SI,21,7,6,2,3,4,5,2,8,610,1,1,1,3,2,1,1,1,88
1,SI,59,7,7,3,2,7,6,2,6,323,6,5,1,3,2,1,2,1,77
2,SI,36,7,7,2,3,6,6,1,8,720,1,1,4,1,2,2,1,1,8
2,SI,20,7,4,2,3,6,6,1,7,313,3,2,3,2,4,2,1,2,5
1,SI,28,10,10,1,3,2,6,2,9,323,1,1,2,1,1,3,2,2,10
1,SI,55,8,5,2,3,2,1,1,9,323,1,1,1,1,2,1,1,1,6
2,SI,23,9,3,2,3,5,6,1,8,520,2,2,5,4,5,4,2,2,88
2,SI,65,7,5,2,3,1,4,2,7,323,3,6,5,2,2,2,2,1,5
1,SI,68,10,3,1,3,7,4,1,10,610,3,2,3,2,1,2,2,2,7
1,SI,74,8,2,3,1,3,1,4,8,323,2,2,2,2,2,3,2,2,4
2,SI,49,8,8,3,1,3,6,3,8,520,2,2,6,1,1,2,2,1,88
2,SI,22,9,5,2,3,6,6,3,8,313,1,2,3,2,2,2,1,1,6
2,SI,53,10,88,2,3,6,4,2,8,321,4,3,6,1,4,2,1,2,8
2,SI,71,6,8,2,3,6,6,1,10,213,1,1,6,1,2,1,1,1,1
1,SI,23,10,5,1,3,5,5,2,10,620,3,3,3,2,2,2,2,3,10
